Nov 03 00:37:20.798 VTTY: Console port: waiting connection on tcp port 5001 for protocol IPv6 (FD 10)
Nov 03 00:37:20.798 VTTY: Console port: waiting connection on tcp port 5001 for protocol IPv4 (FD 11)
Nov 03 00:37:20.800 slot0: C/H/S settings = 0/4/32
Nov 03 00:37:20.800 slot1: C/H/S settings = 0/4/32
Nov 03 00:37:21.039 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60a80f7c,JIT on)
Nov 03 00:37:21.039 CPU0: CPU_STATE: Starting CPU (old state=2)...
Nov 03 00:37:21.199 ROM: Microcode has started.
Nov 03 00:37:21.201 ROM: trying to read bootvar 'WARM_REBOOT'
Nov 03 00:37:21.202 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a76f68 (size=1)
Nov 03 00:37:21.202 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a76f7c (size=1)
Nov 03 00:37:21.234 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6023fca4 (size=2)
Nov 03 00:37:21.234 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x602475a0 (size=2)
Nov 03 00:37:21.234 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x602475b0 (size=2)
Nov 03 00:37:21.234 ROM: unhandled syscall 0x00000047 at pc=0x60a786fc (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Nov 03 00:37:21.411 ROM: trying to read bootvar 'RANDOM_NUM'
Nov 03 00:37:21.422 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60254a54 (size=2)
Nov 03 00:37:22.501 CPU0: PCI: read request for device 'NM-4T(2)' at pc=0x6025798c: bus=5,device=0,function=0,reg=0x00
Nov 03 00:37:22.501 CPU0: PCI: read request for device 'NM-4T(2)' at pc=0x60257988: bus=5,device=0,function=0,reg=0x00
Nov 03 00:37:22.501 CPU0: PCI: read request for device 'NM-4T(2)' at pc=0x6025798c: bus=5,device=0,function=0,reg=0x00
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x4d800000) for device 'NM-4T(2)' at pc=0x60257854: bus=5,device=0,function=0,reg=0x10
Nov 03 00:37:22.501 NM-4T(2): registers are mapped at 0x4d800000
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x4d800000) for device 'NM-4T(2)' at pc=0x60257860: bus=5,device=0,function=0,reg=0x10
Nov 03 00:37:22.501 NM-4T(2): registers are mapped at 0x4d800000
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x4d802000) for device 'NM-4T(2)' at pc=0x60257854: bus=5,device=0,function=0,reg=0x14
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x4d802000) for device 'NM-4T(2)' at pc=0x60257860: bus=5,device=0,function=0,reg=0x14
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x00000008) for device 'NM-4T(2)' at pc=0x60257854: bus=5,device=0,function=0,reg=0x40
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x00000008) for device 'NM-4T(2)' at pc=0x60257860: bus=5,device=0,function=0,reg=0x40
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x0000f800) for device 'NM-4T(2)' at pc=0x60257854: bus=5,device=0,function=0,reg=0x0c
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x0000f800) for device 'NM-4T(2)' at pc=0x60257860: bus=5,device=0,function=0,reg=0x0c
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x00000006) for device 'NM-4T(2)' at pc=0x60257854: bus=5,device=0,function=0,reg=0x04
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x00000006) for device 'NM-4T(2)' at pc=0x60257860: bus=5,device=0,function=0,reg=0x04
Nov 03 00:37:22.501 CPU0: PCI: read request for device 'NM-4T(2)' at pc=0x60257988: bus=5,device=0,function=0,reg=0x08
Nov 03 00:37:22.501 CPU0: PCI: read request for device 'NM-4T(2)' at pc=0x6025798c: bus=5,device=0,function=0,reg=0x08
Nov 03 00:37:22.501 NM-4T(2): channel 0: unknown value for CRC ctrl reg 0x0600
Nov 03 00:37:22.501 NM-4T(2): channel 0: CRC size set to 0x0002
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x0000f800) for device 'NM-4T(2)' at pc=0x60257854: bus=5,device=0,function=0,reg=0x0c
Nov 03 00:37:22.501 CPU0: PCI: write request (data=0x0000f800) for device 'NM-4T(2)' at pc=0x60257860: bus=5,device=0,function=0,reg=0x0c
Nov 03 00:37:22.501 NM-4T(2): channel 0: unknown value for CRC ctrl reg 0x0000
Nov 03 00:37:22.501 NM-4T(2): channel 0: CRC size set to 0x0002
Nov 03 00:37:22.502 NM-4T(2): channel 0 disabled
Nov 03 00:37:22.502 NM-4T(2): channel 0: CRC size set to 0x0002
Nov 03 00:37:22.502 NM-4T(2): channel 0: clock rate set to 2016000
Nov 03 00:37:22.502 NM-4T(2): channel 0 enabled
Nov 03 00:37:22.502 NM-4T(2): unknown command 0x3000c
Nov 03 00:37:22.502 NM-4T(2): channel 0 enabled
Nov 03 00:37:22.502 NM-4T(2): channel 1 disabled
Nov 03 00:37:22.503 NM-4T(2): channel 1: CRC size set to 0x0002
Nov 03 00:37:22.503 NM-4T(2): channel 1: clock rate set to 2016000
Nov 03 00:37:22.503 NM-4T(2): channel 1 enabled
Nov 03 00:37:22.503 NM-4T(2): unknown command 0x3000c
Nov 03 00:37:22.503 NM-4T(2): channel 1 enabled
Nov 03 00:37:22.503 NM-4T(2): channel 2 disabled
Nov 03 00:37:22.503 NM-4T(2): channel 2: CRC size set to 0x0002
Nov 03 00:37:22.503 NM-4T(2): channel 2: clock rate set to 2016000
Nov 03 00:37:22.503 NM-4T(2): channel 2 enabled
Nov 03 00:37:22.503 NM-4T(2): unknown command 0x3000c
Nov 03 00:37:22.503 NM-4T(2): channel 2 enabled
Nov 03 00:37:22.503 NM-4T(2): channel 3 disabled
Nov 03 00:37:22.503 NM-4T(2): channel 3: CRC size set to 0x0002
Nov 03 00:37:22.503 NM-4T(2): channel 3: clock rate set to 2016000
Nov 03 00:37:22.503 NM-4T(2): channel 3 enabled
Nov 03 00:37:22.503 NM-4T(2): unknown command 0x3000c
Nov 03 00:37:22.503 NM-4T(2): channel 3 enabled
Nov 03 00:37:22.503 CPU0: PCI: read request for device 'NM-16ESW(3)' at pc=0x60257988: bus=9,device=0,function=0,reg=0x00
Nov 03 00:37:22.503 CPU0: PCI: read request for device 'NM-16ESW(3)' at pc=0x6025798c: bus=9,device=0,function=0,reg=0x00
Nov 03 00:37:22.504 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605acbac (size=2)
Nov 03 00:37:22.504 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x4000, pc=0x605acbcc (size=2)
Nov 03 00:37:22.504 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605acbe0 (size=2)
Nov 03 00:37:22.504 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x4, pc=0x605acbe8 (size=2)
Nov 03 00:37:22.504 CPU0: IO_FPGA: read from unknown addr 0x18, pc=0x605acc14 (size=2)
Nov 03 00:37:22.504 CPU0: IO_FPGA: write to unknown addr 0x18, value=0x0, pc=0x605acc1c (size=2)
Nov 03 00:37:22.504 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605acc34 (size=2)
Nov 03 00:37:22.504 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x605acc40 (size=2)
Nov 03 00:37:22.519 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605acc58 (size=2)
Nov 03 00:37:22.519 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x605acc64 (size=2)
Nov 03 00:37:22.519 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=3,function=0,reg=0x00
Nov 03 00:37:22.519 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=3,function=0,reg=0x00
Nov 03 00:37:22.519 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=3,function=0,reg=0x40
Nov 03 00:37:22.519 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=3,function=0,reg=0x40
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x04
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x04
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x0c
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x0c
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x000c0900) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x18
Nov 03 00:37:22.519 PCI: PCI bridge 0,3,0 -> pri: 00, sec: 09, sub: 12
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x000c0900) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x18
Nov 03 00:37:22.519 PCI: PCI bridge 0,3,0 -> pri: 00, sec: 09, sub: 12
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x02809f80) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x1c
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x02809f80) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x1c
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x4e704e00) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x20
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x4e704e00) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x20
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00014e01) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x24
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00014e01) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x24
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x30
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x30
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x3c
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x3c
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x40
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x40
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x64
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x64
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x68
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x68
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x04
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x04
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0xf0
Nov 03 00:37:22.519 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0xf0
Nov 03 00:37:22.559 CPU0: PCI: read request for device 'NM-16ESW(3)' at pc=0x60257988: bus=9,device=0,function=0,reg=0x00
Nov 03 00:37:22.560 CPU0: PCI: read request for device 'NM-16ESW(3)' at pc=0x6025798c: bus=9,device=0,function=0,reg=0x00
Nov 03 00:37:22.560 CPU0: PCI: write request (data=0x4e000000) for device 'NM-16ESW(3)' at pc=0x60257854: bus=9,device=0,function=0,reg=0x10
Nov 03 00:37:22.560 NM-16ESW(3): BCM5600 registers are mapped at 0x4e000000
Nov 03 00:37:22.560 CPU0: PCI: write request (data=0x4e000000) for device 'NM-16ESW(3)' at pc=0x60257860: bus=9,device=0,function=0,reg=0x10
Nov 03 00:37:22.560 NM-16ESW(3): BCM5600 registers are mapped at 0x4e000000
Nov 03 00:37:22.560 CPU0: PCI: write request (data=0x00000046) for device 'NM-16ESW(3)' at pc=0x60257854: bus=9,device=0,function=0,reg=0x04
Nov 03 00:37:22.560 CPU0: PCI: write request (data=0x00000046) for device 'NM-16ESW(3)' at pc=0x60257860: bus=9,device=0,function=0,reg=0x04
Nov 03 00:37:22.560 CPU0: PCI: write request (data=0x00004000) for device 'NM-16ESW(3)' at pc=0x60257854: bus=9,device=0,function=0,reg=0x0c
Nov 03 00:37:22.560 CPU0: PCI: write request (data=0x00004000) for device 'NM-16ESW(3)' at pc=0x60257860: bus=9,device=0,function=0,reg=0x0c
Nov 03 00:37:22.560 CPU0: PCI: read request for device 'NM-16ESW(3)' at pc=0x60257988: bus=9,device=0,function=0,reg=0x40
Nov 03 00:37:22.560 CPU0: PCI: read request for device 'NM-16ESW(3)' at pc=0x6025798c: bus=9,device=0,function=0,reg=0x40
Nov 03 00:37:22.560 CPU0: PCI: write request (data=0x00000000) for device 'NM-16ESW(3)' at pc=0x60257854: bus=9,device=0,function=0,reg=0x40
Nov 03 00:37:22.560 CPU0: PCI: write request (data=0x00000000) for device 'NM-16ESW(3)' at pc=0x60257860: bus=9,device=0,function=0,reg=0x40
Nov 03 00:37:22.560 CPU0: PCI: read request for device 'NM-16ESW(3)' at pc=0x60257988: bus=9,device=0,function=0,reg=0x08
Nov 03 00:37:22.560 CPU0: PCI: read request for device 'NM-16ESW(3)' at pc=0x6025798c: bus=9,device=0,function=0,reg=0x08
Nov 03 00:37:22.563 NM-16ESW(3): unknown opcode 0x00000016 (cmd=0x58614000)
Nov 03 00:37:22.594 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x60248aa0 (size=2)
Nov 03 00:37:22.594 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x60248aa8 (size=2)
Nov 03 00:37:22.594 CPU0: IO_FPGA: read from unknown addr 0x2e, pc=0x60248ac8 (size=2)
Nov 03 00:37:22.594 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x40, pc=0x60248ad8 (size=2)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667e6c (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60641cfc (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60641d08, value=0x00000000 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60642030 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x6064203c, value=0x00000000 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60642244 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60642194, value=0x00000010 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60668018 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6066803c, value=0x00000008 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6066805c (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x60668064, value=0x00000002 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x60668078 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x606680b4, value=0x00000000 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60641cfc (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60641d08, value=0x00000000 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60641e0c (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x6064203c, value=0x00000002 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60642188 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60642194, value=0x00000000 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667dd4 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ddc, value=0x00000000 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667dfc (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667e04, value=0x00000000 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667e18 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ea4, value=0x00000004 (size=1)
Nov 03 00:37:22.595 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60641b98 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e6c (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60668018 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6066803c, value=0x00000008 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6066805c (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x60668064, value=0x00000002 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x60668078 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x606680b4, value=0x00000000 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667dd4 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ddc, value=0x00000000 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667dfc (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667e04, value=0x00000000 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e18 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000004 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e80 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60668034 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6066803c, value=0x00000002 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x60668090 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x60668098, value=0x00000001 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x606680ac (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x606680b4, value=0x00000000 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667dd4 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ddc, value=0x00000000 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e30 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667e38, value=0x00000000 (size=1)
Nov 03 00:37:22.596 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e4c (size=1)
Nov 03 00:37:22.596 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000001 (size=1)
Nov 03 00:37:22.596 NM-1FE-TX(1): fetching init block at address 0x0f818920
Nov 03 00:37:22.596 NM-1FE-TX(1): rx_ring = 0x0f818980 (64), tx_ring = 0x0f818dc0 (128)
Nov 03 00:37:22.596 NM-1FE-TX(1): CSR0 = 0x0101
Nov 03 00:37:22.601 CPU0: JIT: partial JIT flush (count=810)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667e6c (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60641cfc (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60641d08, value=0x00000000 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60642030 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x6064203c, value=0x00000000 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60642244 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60642194, value=0x00000010 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60668018 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x6066803c, value=0x00000008 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x6066805c (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x60668064, value=0x00000002 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080004 at pc=0x60668078 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080004 at pc=0x606680b4, value=0x00000000 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60641cfc (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60641d08, value=0x00000000 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60641e0c (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x6064203c, value=0x00000002 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60642188 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60642194, value=0x00000000 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667dd4 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ddc, value=0x00000000 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667dfc (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667e04, value=0x00000000 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c080001 at pc=0x60667e18 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: write access to undefined address 0x3c080001 at pc=0x60667ea4, value=0x00000004 (size=1)
Nov 03 00:37:22.623 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60641b98 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e6c (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60668018 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6066803c, value=0x00000008 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6066805c (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x60668064, value=0x00000002 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x60668078 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x606680b4, value=0x00000000 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667dd4 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ddc, value=0x00000000 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667dfc (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667e04, value=0x00000000 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e18 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000004 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60667e80 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x60667ea4, value=0x00000000 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x60668034 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6066803c, value=0x00000002 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x60668090 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x60668098, value=0x00000001 (size=1)
Nov 03 00:37:22.624 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x606680ac (size=1)
Nov 03 00:37:22.624 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x606680b4, value=0x00000000 (size=1)
